133.488784,34.474109,25,1008,97,179,166,353.0,4.0,163,99,0,0,0,0,0.0,0.0,
133.488784,34.474109,25,1008,97,179,166,353.0,4.0,163,99,0,0,0,0,0.0,0.0,
133.488784,34.474109,25,1008,97,179,166,353.0,4.0,163,99,0,0,0,0,0.0,0.0,
133.488784,34.474109,25,1008,97,179,166,353.0,4.1,163,99,0,0,0,0,0.0,0.0,
133.488784,34.474109,25,1008,97,179,166,353.0,4.0,163,99,0,0,0,0,0.0,0.0,
133.488784,34.474109,25,1008,97,179,166,353.0,4.0,163,99,0,0,0,0,0.0,0.0,
133.488784,34.474109,25,1008,97,179,166,353.0,4.0,163,99,0,0,0,0,0.0,0.0,
133.488784,34.474109,25,1008,97,179,166,353.0,4.0,163,99,0,0,0,0,0.0,0.0,
133.488784,34.474109,25,1008,97,179,166,353.0,4.0,163,99,0,0,0,0,0.0,0.0,
133.488784,34.474109,25,1008,97,179,166,353.0,4.0,163,99,0,0,0,0,0.0,0.0,
