133.488784,34.474109,25,1008,97,179,166,353.0,4.0,163,99,0,0,0,0,0.0,0.0,
133.488784,34.474109,25,1008,97,179,166,353.0,4.0,163,99,0,0,0,0,0.0,0.0,
133.488784,34.474109,25,1008,97,179,166,353.0,4.0,163,99,0,0,0,0,0.0,0.0,
133.488784,34.474109,25,1008,97,179,166,353.0,4.1,163,99,0,0,0,0,0.0,0.0,
133.488784,34.474109,25,1008,97,179,166,353.0,4.0,163,99,0,0,0,0,0.0,0.0,
133.488784,34.474109,25,1008,97,179,166,353.0,4.0,163,99,0,0,0,0,0.0,0.0,
133.488784,34.474109,25,1008,97,179,166,353.0,4.0,163,99,0,0,0,0,0.0,0.0,
133.488784,34.474109,25,1008,97,179,166,353.0,4.0,163,99,0,0,0,0,0.0,0.0,
133.488784,34.474109,25,1008,97,179,166,353.0,4.0,163,99,0,0,0,0,0.0,0.0,
133.488784,34.474109,25,1008,97,179,166,353.0,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,178,167,349.5,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,178,167,349.5,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,183,179,349.4,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,183,198,354.0,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,184,209,355.4,3.9,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,183,220,357.6,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,185,225,359.6,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,188,192,345.7,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,187,169,336.9,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,187,155,333.3,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,189,143,329.3,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,188,138,329.2,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,183,155,337.6,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,181,167,343.8,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,184,174,350.3,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,198,177,354.3,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,212,179,357.7,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,227,178,177.1,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,225,179,171.7,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,196,182,175.4,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,184,181,179.8,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,170,179,353.9,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,161,177,350.2,3.9,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,151,179,347.8,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,176,180,179.4,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,99,178,180,179.2,4.1,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,98,178,180,179.2,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,98,178,180,179.2,3.9,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,98,178,180,179.2,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,98,178,180,179.2,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,98,178,180,179.2,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,98,178,180,179.2,4.0,163,99,0,0,0,0,0.0,0.0,
133.488800,34.474106,25,1008,98,178,180,179.2,4.1,163,99,0,0,0,0,0.0,0.0,
